question_id,bundle_id,explanation_id,correct_answer,part,tags,deployed_at
q983,b983,e983,a,2,179;31;32;183;181,2019-01-17 02:39:35.127
q984,b984,e984,b,2,24;33;184;183,1969-12-31 23:59:59.999
q985,b985,e985,b,2,46;47;184;183,2019-01-17 02:39:38.355
q986,b986,e986,a,2,24;26;181;182,2019-01-17 02:39:40.025
q987,b987,e987,a,2,27;24;40;181;183,2019-01-17 02:39:41.724
q988,b988,e988,c,2,31;32;182;184,2019-01-17 02:39:43.427
q989,b989,e989,a,2,24;26;183;184,2019-01-17 02:39:45.030
q990,b990,e990,c,2,24;25;181;182,2019-01-17 02:39:46.862
q991,b991,e991,b,2,24;40;181;184,2019-01-17 02:39:48.642
q992,b992,e992,c,2,179;24;48;183;184,2019-01-17 02:39:50.322
q993,b993,e993,a,2,30;38;39;182;181,1969-12-31 23:59:59.999
q994,b994,e994,c,2,24;41;181;183,2019-01-17 02:39:53.882
q995,b995,e995,b,2,30;28;29;182;181,2019-01-17 02:39:55.780
q996,b996,e996,b,2,27;24;41;182;181,2019-01-17 02:39:57.609
q997,b997,e997,b,2,179;44;49;183;181,2019-01-17 02:39:59.600
q998,b998,e998,c,2,24;43;183;184,2019-01-17 02:40:01.314
q999,b999,e999,a,2,36;37;182;183,1969-12-31 23:59:59.999
q1000,b1000,e1000,c,2,24;33;182;183,1969-12-31 23:59:59.999
q1001,b1001,e1001,a,2,34;35;182;183,1969-12-31 23:59:59.999
q1002,b1002,e1002,c,2,31;32;183;182,2019-01-17 02:40:09.013
q1003,b1003,e1003,c,2,44;45;181;182,2019-01-17 02:40:10.805
q1004,b1004,e1004,b,2,30;34;35;184;182,2019-01-17 02:40:12.720
q1005,b1005,e1005,c,2,30;38;39;182;184,2019-01-17 02:40:14.549
q1006,b1006,e1006,c,2,179;34;42;181;183,1969-12-31 23:59:59.999
q1007,b1007,e1007,c,2,34;35;184;183,1969-12-31 23:59:59.999
q1008,b1008,e1008,c,2,23;24;25;183;181,2017-12-29 16:07:10.833
q1009,b1009,e1009,c,2,28;45;183;184,2017-12-29 16:07:12.998
q1010,b1010,e1010,a,2,24;41;185;183,2017-12-29 16:07:15.082
q1011,b1011,e1011,a,2,38;39;181;183,2017-12-29 16:07:18.123
q1012,b1012,e1012,b,2,23;24;33;184;185,2017-12-29 16:07:20.284
q1013,b1013,e1013,a,2,24;26;183;185,1969-12-31 23:59:59.999
q1014,b1014,e1014,b,2,24;40;181;185,2017-12-29 16:07:24.720
q1015,b1015,e1015,a,2,44;45;181;185,2017-12-29 16:07:26.834
q1016,b1016,e1016,b,2,28;29;181;185,1969-12-31 23:59:59.999
q1017,b1017,e1017,a,2,28;29;183;185,2017-12-29 16:07:31.602
q1018,b1018,e1018,b,2,30;34;35;185;181,1969-12-31 23:59:59.999
q1019,b1019,e1019,c,2,38;39;181;183,1969-12-31 23:59:59.999
q1020,b1020,e1020,c,2,30;179;31;32;181;185,1969-12-31 23:59:59.999
q1021,b1021,e1021,b,2,24;40;185;181,2017-12-29 16:07:37.966
q1022,b1022,e1022,b,2,34;42;181;183,1969-12-31 23:59:59.999
q1023,b1023,e1023,b,2,24;33;185;183,1969-12-31 23:59:59.999
q1024,b1024,e1024,a,2,24;50;185;183,2017-12-29 16:07:40.101
q1025,b1025,e1025,a,2,38;39;183;185,1969-12-31 23:59:59.999
q1026,b1026,e1026,a,2,27;24;43;185;183,2017-12-29 16:07:42.229
q1027,b1027,e1027,b,2,34;35;183;185,1969-12-31 23:59:59.999
q1028,b1028,e1028,b,2,24;26;181;185,1969-12-31 23:59:59.999
q1029,b1029,e1029,b,2,31;32;184;181,2017-12-29 16:07:46.571
q1030,b1030,e1030,a,2,34;35;185;184,2017-12-29 16:07:48.671
q1031,b1031,e1031,a,2,30;24;25;181;185,2017-12-29 16:07:50.742
q1032,b1032,e1032,c,2,31;32;184;183,2017-12-29 16:07:52.979
q1033,b1033,e1033,b,2,34;35;183;181,2017-12-29 16:07:55.521
q1034,b1034,e1034,c,2,24;26;185;183,2017-12-29 16:07:57.643
q1035,b1035,e1035,b,2,36;37;185;183,1969-12-31 23:59:59.999
q1036,b1036,e1036,b,2,30;31;32;181;185,2017-12-29 16:08:01.945
q1037,b1037,e1037,b,2,31;32;184;183,2017-12-29 16:08:03.987
q1038,b1038,e1038,a,2,24;41;185;181,1969-12-31 23:59:59.999
q1039,b1039,e1039,a,2,24;26;185;183,2019-10-30 05:06:38.616
q1040,b1040,e1040,a,2,27;24;25;185;183,2019-10-30 05:06:40.328
q1041,b1041,e1041,c,2,28;29;181;183,1969-12-31 23:59:59.999
q1042,b1042,e1042,b,2,24;33;184;185,2019-10-30 05:06:43.693
q1043,b1043,e1043,b,2,38;39;183;185,1969-12-31 23:59:59.999
q1044,b1044,e1044,a,2,24;40;181;185,2019-10-30 05:06:47.116
q1045,b1045,e1045,b,2,30;24;33;181;185,2019-10-30 05:06:49.006
q1046,b1046,e1046,b,2,24;40;181;185,2019-10-30 05:06:50.711
q1047,b1047,e1047,a,2,31;32;183;185,2019-10-30 05:06:52.592
q1048,b1048,e1048,b,2,36;37;185;181,2019-10-30 05:06:54.407
q1049,b1049,e1049,b,2,31;42;181;183,2019-10-30 05:06:57.560
q1050,b1050,e1050,a,2,36;37;185;181,2019-10-30 05:07:00.111
q1051,b1051,e1051,c,2,24;41;185;181,1969-12-31 23:59:59.999
q1052,b1052,e1052,c,2,179;38;39;183;181,1969-12-31 23:59:59.999
q1053,b1053,e1053,b,2,38;39;183;185,2019-10-30 05:07:06.387
q1054,b1054,e1054,a,2,44;45;185;183,2019-10-30 05:07:08.409
q1055,b1055,e1055,a,2,27;24;26;185;183,2019-10-30 05:07:10.695
q1056,b1056,e1056,c,2,179;38;39;185;183,2019-10-30 05:07:13.392
q1057,b1057,e1057,b,2,28;29;185;183,2019-10-30 05:07:15.788
q1058,b1058,e1058,b,2,30;34;42;181;185,2019-10-30 05:07:17.893
q1059,b1059,e1059,a,2,24;43;184;181,2019-10-30 05:07:19.960
q1060,b1060,e1060,c,2,44;45;185;184,1969-12-31 23:59:59.999
q1061,b1061,e1061,c,2,34;42;181;185,2019-10-30 05:07:24.658
q1062,b1062,e1062,c,2,24;43;184;183,1969-12-31 23:59:59.999
q1063,b1063,e1063,b,2,23;24;33;183;181,2019-10-30 05:07:31.220
q1064,b1064,e1064,c,2,34;42;185;183,1969-12-31 23:59:59.999
q1065,b1065,e1065,c,2,30;36;37;185;183,1969-12-31 23:59:59.999
q1066,b1066,e1066,b,2,24;43;181;185,1969-12-31 23:59:59.999
q1067,b1067,e1067,a,2,28;29;184;183,2019-10-30 05:07:41.309
q1068,b1068,e1068,a,2,23;179;28;47;183;181,2019-06-24 08:57:55.138
q1069,b1069,e1069,b,2,31;32;184;183,2019-06-24 08:57:56.990
q1070,b1070,e1070,c,2,30;179;34;35;182;183,2019-06-24 08:57:58.755
q1071,b1071,e1071,c,2,24;26;181;182,1969-12-31 23:59:59.999
q1072,b1072,e1072,a,2,23;24;25;181;182,2019-06-24 08:58:02.400
q1073,b1073,e1073,c,2,24;41;182;183,2019-06-24 08:58:04.150
q1074,b1074,e1074,a,2,28;29;182;183,1969-12-31 23:59:59.999
q1075,b1075,e1075,a,2,38;39;181;182,2019-06-24 08:58:05.883
q1076,b1076,e1076,c,2,30;36;37;181;183,2019-06-24 08:58:07.579
q1077,b1077,e1077,b,2,24;43;183;182,2019-06-24 08:58:09.336
q1078,b1078,e1078,c,2,28;29;182;181,2019-06-24 08:58:11.178
q1079,b1079,e1079,b,2,27;44;45;181;183,2019-06-24 08:58:12.978
q1080,b1080,e1080,b,2,24;40;182;181,2019-06-24 08:58:14.649
q1081,b1081,e1081,a,2,23;24;33;182;181,2019-06-24 08:58:16.443
q1082,b1082,e1082,c,2,24;40;183;181,1969-12-31 23:59:59.999
q1083,b1083,e1083,b,2,34;35;183;182,2019-06-24 08:58:20.011
q1084,b1084,e1084,a,2,34;42;182;183,1969-12-31 23:59:59.999
q1085,b1085,e1085,b,2,24;43;182;183,2019-06-24 08:58:23.535
q1086,b1086,e1086,b,2,179;36;37;182;183,2019-06-24 08:58:25.442
q1087,b1087,e1087,a,2,34;42;183;182,1969-12-31 23:59:59.999
q1088,b1088,e1088,a,2,31;32;181;183,2019-06-24 08:58:29.059
q1089,b1089,e1089,b,2,179;34;35;183;182,1969-12-31 23:59:59.999
q1090,b1090,e1090,a,2,38;39;182;183,2019-06-24 08:58:32.533
q1091,b1091,e1091,b,2,30;24;26;181;183,2019-06-24 08:58:34.351
q1092,b1092,e1092,a,2,24;25;182;183,2019-06-24 08:58:36.173
q1093,b1093,e1093,b,2,30;24;26;183;181,2019-11-18 08:20:09.105
q1094,b1094,e1094,b,2,24;40;185;183,1969-12-31 23:59:59.999
q1095,b1095,e1095,c,2,24;33;185;183,2019-11-18 08:20:13.039
q1096,b1096,e1096,b,2,179;28;29;181;185,1969-12-31 23:59:59.999
q1097,b1097,e1097,b,2,179;46;39;181;183,2019-11-18 08:20:16.786
q1098,b1098,e1098,b,2,24;41;184;185,1969-12-31 23:59:59.999
q1099,b1099,e1099,c,2,34;35;183;185,2019-11-18 08:20:18.375
q1100,b1100,e1100,c,2,31;32;181;185,1969-12-31 23:59:59.999
q1101,b1101,e1101,b,2,27;24;26;181;185,1969-12-31 23:59:59.999
q1102,b1102,e1102,b,2,179;31;32;183;185,2019-11-18 08:20:24.806
q1103,b1103,e1103,a,2,24;26;185;181,2019-11-18 08:20:26.453
q1104,b1104,e1104,a,2,24;43;181;183,2019-11-18 08:20:28.163
q1105,b1105,e1105,c,2,30;34;35;185;181,2019-11-18 08:20:30.001
q1106,b1106,e1106,b,2,31;32;185;181,2019-11-18 08:20:31.689
q1107,b1107,e1107,b,2,24;48;183;181,2019-11-18 08:20:33.302
q1108,b1108,e1108,a,2,36;37;183;185,1969-12-31 23:59:59.999
q1109,b1109,e1109,a,2,31;32;185;183,2019-11-18 08:20:37.418
q1110,b1110,e1110,c,2,27;24;50;185;183,2019-11-18 08:20:39.477
q1111,b1111,e1111,a,2,179;44;49;185;183,2019-11-18 08:20:41.120
q1112,b1112,e1112,c,2,24;40;183;185,2019-11-18 08:20:42.805
q1113,b1113,e1113,a,2,24;40;181;185,2019-11-18 08:20:44.488
q1114,b1114,e1114,c,2,36;37;184;185,2019-11-18 08:20:46.536
q1115,b1115,e1115,c,2,24;50;185;184,2019-11-18 08:20:48.245
q1116,b1116,e1116,a,2,179;34;42;181;185,2019-11-18 08:20:50.259
q1117,b1117,e1117,b,2,24;43;185;183,2019-11-18 08:20:51.982
q1118,b1118,e1118,a,2,31;32;183;181,2019-11-18 08:20:53.643
q1119,b1119,e1119,c,2,30;34;35;181;184,2019-11-18 08:20:55.372
q1120,b1120,e1120,c,2,31;32;185;183,2019-11-18 08:20:57.087
q1121,b1121,e1121,b,2,179;34;42;183;185,2019-11-18 08:20:58.706
q1122,b1122,e1122,b,2,31;32;183;185,2019-11-18 08:21:00.366
q1123,b1123,e1123,b,2,24;40;183;181,2019-09-16 11:42:41.060
q1124,b1124,e1124,c,2,30;34;35;182;184,2019-09-16 11:42:44.229
q1125,b1125,e1125,c,2,38;39;182;183,2019-09-16 11:42:47.148
q1126,b1126,e1126,c,2,44;45;184;182,2019-09-16 11:42:50.207
q1127,b1127,e1127,b,2,28;29;181;184,1969-12-31 23:59:59.999
q1128,b1128,e1128,c,2,31;32;183;182,2019-09-16 11:42:53.034
q1129,b1129,e1129,c,2,24;25;184;181,1969-12-31 23:59:59.999
q1130,b1130,e1130,a,2,38;39;184;182,2019-09-16 11:42:59.115
q1131,b1131,e1131,a,2,31;32;182;181,2019-09-16 11:43:02.237
q1132,b1132,e1132,b,2,24;43;181;184,1969-12-31 23:59:59.999
q1133,b1133,e1133,a,2,23;24;25;181;184,2019-09-16 11:43:08.217
q1134,b1134,e1134,b,2,24;26;184;181,1969-12-31 23:59:59.999
q1135,b1135,e1135,c,2,31;32;181;183,1969-12-31 23:59:59.999
q1136,b1136,e1136,a,2,34;35;181;184,1969-12-31 23:59:59.999
q1137,b1137,e1137,b,2,44;45;181;183,2019-09-16 11:43:16.927
q1138,b1138,e1138,c,2,179;31;32;183;184,2019-09-16 11:43:19.725
q1139,b1139,e1139,a,2,24;41;181;183,1969-12-31 23:59:59.999
q1140,b1140,e1140,b,2,31;32;182;184,2019-09-16 11:43:25.635
q1141,b1141,e1141,a,2,31;32;184;181,1969-12-31 23:59:59.999
q1142,b1142,e1142,b,2,24;50;183;182,1969-12-31 23:59:59.999
q1143,b1143,e1143,c,2,36;37;182;181,2019-09-16 11:43:34.387
q1144,b1144,e1144,b,2,28;29;181;183,2019-09-16 11:43:37.197
q1145,b1145,e1145,a,2,24;40;182;183,2019-09-16 11:43:40.308
q1146,b1146,e1146,c,2,38;39;182;181,2019-09-16 11:43:44.555
q1147,b1147,e1147,a,2,24;26;182;181,2019-09-16 11:43:47.340
q1148,b1148,e1148,b,2,23;24;25;183;181,2019-10-30 05:16:20.127
q1149,b1149,e1149,b,2,24;48;182;184,2019-10-30 05:16:21.961
q1150,b1150,e1150,b,2,44;45;182;183,2017-12-29 16:02:23.565
q1151,b1151,e1151,a,2,24;43;184;182,2019-10-30 05:16:24.441
q1152,b1152,e1152,c,2,24;33;184;181,2019-10-30 05:16:26.647
q1153,b1153,e1153,a,2,30;24;41;183;182,1969-12-31 23:59:59.999
q1154,b1154,e1154,b,2,28;29;184;181,2019-10-30 05:16:30.677
q1155,b1155,e1155,a,2,23;24;25;184;182,1969-12-31 23:59:59.999
q1156,b1156,e1156,c,2,31;32;182;181,2019-10-30 05:16:34.545
q1157,b1157,e1157,a,2,24;25;184;183,1969-12-31 23:59:59.999
q1158,b1158,e1158,a,2,27;24;40;184;181,1969-12-31 23:59:59.999
q1159,b1159,e1159,c,2,30;44;45;181;183,2019-10-30 05:16:40.431
q1160,b1160,e1160,c,2,184;181,1969-12-31 23:59:59.999
q1161,b1161,e1161,b,2,27;24;25;181;183,2019-10-30 05:16:44.057
q1162,b1162,e1162,a,2,38;39;183;184,1969-12-31 23:59:59.999
q1163,b1163,e1163,b,2,30;36;37;181;183,1969-12-31 23:59:59.999
q1164,b1164,e1164,a,2,179;24;43;182;184,1969-12-31 23:59:59.999
q1165,b1165,e1165,c,2,44;45;184;181,1969-12-31 23:59:59.999
q1166,b1166,e1166,b,2,34;35;183;182,1969-12-31 23:59:59.999
q1167,b1167,e1167,b,2,179;34;35;182;181,2019-10-30 05:16:55.503
q1168,b1168,e1168,b,2,31;32;181;183,2019-10-30 05:16:57.674
q1169,b1169,e1169,c,2,24;40;182;183,2019-10-30 05:16:59.722
q1170,b1170,e1170,a,2,28;29;182;181,2019-10-30 05:17:01.406
q1171,b1171,e1171,b,2,36;37;184;182,2019-10-30 05:17:03.092
q1172,b1172,e1172,c,2,24;40;183;181,2019-10-30 05:17:04.927
q1173,b1173,e1173,b,2,34;35;182;184,1969-12-31 23:59:59.999
q1174,b1174,e1174,c,2,30;34;42;182;183,2019-10-30 05:17:09.085
q1175,b1175,e1175,a,2,27;34;42;184;182,1969-12-31 23:59:59.999
q1176,b1176,e1176,c,2,28;29;184;181,2019-10-30 05:17:12.896
q1177,b1177,e1177,a,2,179;24;33;183;181,2018-05-18 09:26:24.077
q1178,b1178,e1178,c,2,24;50;182;184,2018-05-18 09:26:25.976
q1179,b1179,e1179,a,2,179;31;45;182;183,2018-05-18 09:26:27.748
q1180,b1180,e1180,c,2,179;38;39;184;182,1969-12-31 23:59:59.999
q1181,b1181,e1181,b,2,24;43;184;181,2018-05-18 09:26:31.434
q1182,b1182,e1182,a,2,179;46;47;183;182,2018-05-18 09:26:33.319
q1183,b1183,e1183,b,2,24;40;184;181,2018-05-18 09:26:35.206
q1184,b1184,e1184,b,2,179;31;32;184;182,1969-12-31 23:59:59.999
q1185,b1185,e1185,a,2,24;41;182;181,2018-05-18 09:26:38.866
q1186,b1186,e1186,b,2,36;37;181;184,2018-05-18 09:26:40.717
q1187,b1187,e1187,a,2,30;31;32;184;183,2018-05-18 09:26:42.874
q1188,b1188,e1188,c,2,179;44;45;184;181,2018-05-18 09:26:47.258
q1189,b1189,e1189,c,2,24;25;181;183,2018-05-18 09:26:52.045
q1190,b1190,e1190,a,2,179;31;32;184;181,2018-05-18 09:26:54.631
q1191,b1191,e1191,b,2,179;46;47;181;183,1969-12-31 23:59:59.999
q1192,b1192,e1192,c,2,30;34;42;183;184,2018-05-18 09:26:56.436
q1193,b1193,e1193,b,2,51;24;33;181;183,2018-05-18 09:26:58.324
q1194,b1194,e1194,a,2,30;31;32;182;184,1969-12-31 23:59:59.999
q1195,b1195,e1195,c,2,31;32;184;181,2018-05-18 09:27:01.230
q1196,b1196,e1196,b,2,179;28;29;183;182,1969-12-31 23:59:59.999
q1197,b1197,e1197,b,2,44;45;182;181,1969-12-31 23:59:59.999
q1198,b1198,e1198,a,2,24;26;181;183,2018-05-18 09:27:06.702
q1199,b1199,e1199,a,2,36;37;182;183,1969-12-31 23:59:59.999
q1200,b1200,e1200,c,2,34;35;182;181,2018-05-18 09:27:10.540
q1201,b1201,e1201,c,2,38;37;184;182,2018-05-18 09:27:16.660
q1202,b1202,e1202,a,2,24;33;183;181,2019-06-24 09:21:04.698
q1203,b1203,e1203,a,2,30;24;43;185;183,2019-06-24 09:21:06.689
q1204,b1204,e1204,c,2,24;25;185;183,2019-06-24 09:21:08.579
q1205,b1205,e1205,c,2,179;38;39;181;183,2019-06-24 09:21:10.265
q1206,b1206,e1206,c,2,24;41;184;183,2019-06-24 09:21:12.055
q1207,b1207,e1207,b,2,30;28;29;183;185,2019-06-24 09:21:13.825
q1208,b1208,e1208,a,2,179;28;29;181;185,2019-06-24 09:21:15.614
q1209,b1209,e1209,c,2,24;25;181;185,2019-06-24 09:21:17.457
q1210,b1210,e1210,b,2,27;24;26;181;185,1969-12-31 23:59:59.999
q1211,b1211,e1211,c,2,34;42;183;185,2019-06-24 09:21:21.024
q1212,b1212,e1212,b,2,30;179;31;32;185;181,1969-12-31 23:59:59.999
q1213,b1213,e1213,b,2,28;29;181;183,1969-12-31 23:59:59.999
q1214,b1214,e1214,b,2,23;24;33;185;181,2019-06-24 09:21:26.652
q1215,b1215,e1215,b,2,30;24;33;185;181,2019-06-24 09:21:28.490
q1216,b1216,e1216,c,2,36;37;181;183,1969-12-31 23:59:59.999
q1217,b1217,e1217,a,2,24;26;183;185,2019-06-24 09:21:30.363
q1218,b1218,e1218,a,2,44;45;185;183,2019-06-24 09:21:32.354
q1219,b1219,e1219,c,2,24;26;185;183,2019-06-24 09:21:34.251
q1220,b1220,e1220,a,2,34;42;185;183,1969-12-31 23:59:59.999
q1221,b1221,e1221,b,2,31;32;185;183,2019-06-24 09:21:38.238
q1222,b1222,e1222,c,2,24;43;185;181,1969-12-31 23:59:59.999
q1223,b1223,e1223,c,2,31;32;184;185,2019-06-24 09:21:40.162
q1224,b1224,e1224,c,2,30;34;42;185;184,1969-12-31 23:59:59.999
q1225,b1225,e1225,c,2,44;49;181;185,2019-06-24 09:21:43.992
q1226,b1226,e1226,c,2,46;47;183;185,1969-12-31 23:59:59.999
q1227,b1227,e1227,c,2,24;26;183;181,2019-06-24 09:21:46.090
q1228,b1228,e1228,a,2,30;36;32;185;183,2019-06-24 09:21:47.971
q1229,b1229,e1229,a,2,30;31;32;184;183,2019-06-24 09:21:49.703
q1230,b1230,e1230,b,2,31;32;181;185,2019-06-24 09:21:51.553
q1231,b1231,e1231,b,2,24;50;184;185,1969-12-31 23:59:59.999
q1232,b1232,e1232,c,2,24;50;183;184,2019-07-12 00:00:31.298
q1233,b1233,e1233,a,2,23;179;24;33;185;183,2019-07-12 00:00:33.623
q1234,b1234,e1234,a,2,24;48;184;183,2019-07-12 00:00:35.714
q1235,b1235,e1235,a,2,23;179;24;25;181;185,2019-07-12 00:00:38.075
q1236,b1236,e1236,b,2,24;26;184;183,2019-07-12 00:00:40.352
q1237,b1237,e1237,b,2,24;33;181;185,2019-07-12 00:00:42.513
q1238,b1238,e1238,c,2,31;32;183;185,2019-07-12 00:00:44.670
q1239,b1239,e1239,a,2,24;40;181;185,1969-12-31 23:59:59.999
q1240,b1240,e1240,b,2,27;28;45;181;185,2019-07-12 00:00:49.099
q1241,b1241,e1241,b,2,27;24;43;183;185,2019-07-12 00:00:51.261
q1242,b1242,e1242,c,2,31;32;185;181,2019-07-12 00:00:53.625
q1243,b1243,e1243,b,2,28;29;181;183,1969-12-31 23:59:59.999
q1244,b1244,e1244,c,2,34;35;185;181,1969-12-31 23:59:59.999
q1245,b1245,e1245,c,2,24;40;185;181,2019-07-12 00:01:00.328
q1246,b1246,e1246,b,2,36;37;183;181,2019-07-12 00:01:02.736
q1247,b1247,e1247,c,2,28;37;183;184,1969-12-31 23:59:59.999
q1248,b1248,e1248,a,2,30;31;42;185;183,2019-07-12 00:01:07.115
q1249,b1249,e1249,c,2,44;45;185;183,2019-07-12 00:01:09.613
q1250,b1250,e1250,b,2,24;41;183;185,1969-12-31 23:59:59.999
q1251,b1251,e1251,a,2,30;36;37;183;184,2019-07-12 00:01:14.124
q1252,b1252,e1252,b,2,30;24;25;181;185,1969-12-31 23:59:59.999
q1253,b1253,e1253,a,2,46;47;184;185,2019-07-12 00:01:18.398
q1254,b1254,e1254,b,2,30;28;29;185;184,2019-07-12 00:01:20.676
q1255,b1255,e1255,a,2,31;32;181;185,2019-07-12 00:01:22.950
q1256,b1256,e1256,a,2,30;28;37;185;183,1969-12-31 23:59:59.999
q1257,b1257,e1257,c,2,27;34;42;183;181,2019-07-12 00:01:27.581
q1258,b1258,e1258,a,2,28;42;185;183,2019-07-12 00:01:29.778
q1259,b1259,e1259,b,2,24;40;185;183,2019-07-12 00:01:32.017
q1260,b1260,e1260,c,2,27;179;24;41;181;185,1969-12-31 23:59:59.999
q1261,b1261,e1261,b,2,30;34;35;184;185,2019-07-12 00:01:36.512
q1262,b1262,e1262,c,2,31;45;183;181,2019-10-17 02:58:12.867
q1263,b1263,e1263,a,2,24;50;182;184,2019-10-17 02:58:14.779
q1264,b1264,e1264,a,2,30;34;35;183;182,1969-12-31 23:59:59.999
q1265,b1265,e1265,c,2,24;43;184;182,1969-12-31 23:59:59.999
q1266,b1266,e1266,b,2,31;45;184;182,1969-12-31 23:59:59.999
q1267,b1267,e1267,a,2,34;42;183;182,1969-12-31 23:59:59.999
q1268,b1268,e1268,b,2,179;24;41;184;181,2019-10-17 02:58:22.162
q1269,b1269,e1269,b,2,24;40;184;182,2019-10-17 02:58:23.903
q1270,b1270,e1270,c,2,24;33;182;181,1969-12-31 23:59:59.999
q1271,b1271,e1271,c,2,24;50;181;184,2019-10-17 02:58:27.561
q1272,b1272,e1272,a,2,34;35;184;183,1969-12-31 23:59:59.999
q1273,b1273,e1273,c,2,24;50;184;181,1969-12-31 23:59:59.999
q1274,b1274,e1274,b,2,36;37;181;183,2019-10-17 02:58:31.349
q1275,b1275,e1275,c,2,179;34;42;184;181,2019-10-17 02:58:33.217
q1276,b1276,e1276,c,2,34;35;181;183,2019-10-17 02:58:34.982
q1277,b1277,e1277,a,2,24;25;183;184,2019-10-17 02:58:36.772
q1278,b1278,e1278,b,2,28;29;181;183,1969-12-31 23:59:59.999
q1279,b1279,e1279,c,2,24;26;182;184,2019-10-17 02:58:38.714
q1280,b1280,e1280,a,2,23;24;33;184;181,2019-10-17 02:58:40.638
q1281,b1281,e1281,b,2,30;24;43;183;182,1969-12-31 23:59:59.999
q1282,b1282,e1282,a,2,28;29;182;181,2019-10-17 02:58:44.287
q1283,b1283,e1283,b,2,28;43;181;183,2019-10-17 02:58:46.101
q1284,b1284,e1284,b,2,24;26;182;183,2019-10-17 02:58:47.868
q1285,b1285,e1285,b,2,179;38;39;182;181,1969-12-31 23:59:59.999
q1286,b1286,e1286,a,2,34;42;184;182,2019-10-17 02:58:49.691
q1287,b1287,e1287,a,2,23;24;25;183;181,2019-10-30 05:10:26.861
q1288,b1288,e1288,b,2,24;26;185;183,2019-10-30 05:10:28.583
q1289,b1289,e1289,c,2,24;33;184;183,2019-10-30 05:10:30.280
q1290,b1290,e1290,c,2,24;43;181;185,2019-10-30 05:10:32.099
q1291,b1291,e1291,c,2,46;47;184;183,2019-10-30 05:10:34.007
q1292,b1292,e1292,c,2,24;33;181;185,2019-10-30 05:10:35.718
q1293,b1293,e1293,c,2,24;43;185;183,1969-12-31 23:59:59.999
q1294,b1294,e1294,c,2,24;41;181;185,2019-10-30 05:10:38.009
q1295,b1295,e1295,b,2,30;44;45;181;185,1969-12-31 23:59:59.999
q1296,b1296,e1296,c,2,24;40;183;185,1969-12-31 23:59:59.999
q1297,b1297,e1297,b,2,24;48;185;181,2019-10-30 05:10:43.167
q1298,b1298,e1298,a,2,24;26;181;183,2019-10-30 05:10:45.007
q1299,b1299,e1299,b,2,24;40;185;181,2019-10-30 05:10:46.821
q1300,b1300,e1300,b,2,24;50;185;181,2019-10-30 05:10:48.615
q1301,b1301,e1301,b,2,31;32;183;181,2019-10-30 05:10:50.329
q1302,b1302,e1302,b,2,34;35;183;184,1969-12-31 23:59:59.999
q1303,b1303,e1303,a,2,44;45;185;183,2019-10-30 05:10:53.886
q1304,b1304,e1304,a,2,30;36;37;185;183,2019-10-30 05:10:55.641
q1305,b1305,e1305,c,2,28;29;183;185,2019-10-30 05:10:57.269
q1306,b1306,e1306,c,2,34;35;183;184,2019-10-30 05:10:59.044
q1307,b1307,e1307,a,2,31;32;185;181,1969-12-31 23:59:59.999
q1308,b1308,e1308,c,2,31;32;184;185,1969-12-31 23:59:59.999
q1309,b1309,e1309,c,2,34;35;184;185,1969-12-31 23:59:59.999
q1310,b1310,e1310,a,2,38;39;181;185,2019-10-30 05:11:03.139
q1311,b1311,e1311,c,2,28;29;185;183,2019-10-30 05:11:04.943
q1312,b1312,e1312,c,2,24;40;183;181,2019-10-30 05:11:06.668
q1313,b1313,e1313,b,2,28;29;185;183,2019-10-30 05:11:08.404
q1314,b1314,e1314,b,2,46;47;185;183,2019-10-30 05:11:10.119
q1315,b1315,e1315,c,2,38;39;181;185,2019-10-30 05:11:11.794
q1316,b1316,e1316,c,2,30;28;29;184;185,2019-10-30 05:11:13.729
q1317,b1317,e1317,a,2,24;33;183;181,2019-10-30 05:14:51.079
q1318,b1318,e1318,c,2,24;41;181;183,1969-12-31 23:59:59.999
q1319,b1319,e1319,c,2,24;26;185;183,2019-10-30 05:14:54.437
q1320,b1320,e1320,a,2,179;24;25;181;183,2019-10-30 05:14:56.084
q1321,b1321,e1321,a,2,28;29;184;185,1969-12-31 23:59:59.999
q1322,b1322,e1322,c,2,44;45;183;185,2019-10-30 05:14:59.396
q1323,b1323,e1323,a,2,24;50;181;185,2019-10-30 05:15:01.124
q1324,b1324,e1324,a,2,24;40;185;181,1969-12-31 23:59:59.999
q1325,b1325,e1325,b,2,30;38;39;181;185,1969-12-31 23:59:59.999
q1326,b1326,e1326,c,2,30;34;35;183;185,1969-12-31 23:59:59.999
q1327,b1327,e1327,a,2,24;43;185;181,2019-10-30 05:15:06.580
q1328,b1328,e1328,b,2,31;32;181;183,2019-10-30 05:15:08.189
q1329,b1329,e1329,b,2,30;28;29;185;181,2019-10-30 05:15:09.951
q1330,b1330,e1330,c,2,24;40;185;181,2019-10-30 05:15:11.650
q1331,b1331,e1331,b,2,44;45;183;181,2019-10-30 05:15:13.511
q1332,b1332,e1332,b,2,31;32;183;185,2019-10-30 05:15:16.657
q1333,b1333,e1333,a,2,23;179;24;25;183;185,1969-12-31 23:59:59.999
q1334,b1334,e1334,c,2,179;31;32;185;183,2019-10-30 05:15:18.669
q1335,b1335,e1335,b,2,24;43;185;183,2019-10-30 05:15:20.557
