lecture_id,part,tags,video_length,deployed_at,video_minutes
l539,5.0,131.0,,2019-10-07 05:29:18.077,
l540,5.0,137.0,283000.0,2019-10-07 05:29:25.008,4.716666666666667
l541,5.0,117.0,,2019-10-07 05:29:28.016,
l542,5.0,125.0,251000.0,2019-10-07 05:29:33.713,4.183333333333334
l543,5.0,95.0,253000.0,2019-10-07 05:29:38.473,4.216666666666667
l544,5.0,97.0,178000.0,2019-10-07 05:29:41.773,2.966666666666667
l545,5.0,90.0,342000.0,2019-10-07 05:29:51.554,5.7
l546,5.0,79.0,175000.0,2019-10-07 05:29:56.896,2.9166666666666665
l547,5.0,126.0,172000.0,2019-10-07 05:30:01.559,2.8666666666666667
l548,5.0,110.0,133000.0,2019-10-07 05:30:05.581,2.216666666666667
l549,5.0,109.0,217000.0,2019-10-07 05:30:11.607,3.6166666666666667
l550,5.0,145.0,223000.0,2019-10-07 05:30:15.961,3.716666666666667
l551,5.0,123.0,151000.0,2019-10-07 05:30:20.326,2.5166666666666666
l552,5.0,140.0,176000.0,2019-10-07 05:30:24.905,2.933333333333333
l553,5.0,102.0,110000.0,2019-10-07 05:30:27.166,1.8333333333333333
l554,5.0,112.0,131000.0,2019-10-07 05:30:31.009,2.183333333333333
l555,5.0,136.0,104000.0,2019-10-07 05:30:33.956,1.7333333333333334
l556,5.0,141.0,107000.0,2019-10-07 05:30:36.237,1.7833333333333334
l741,5.0,119.0,296000.0,2019-10-07 05:30:36.702,4.933333333333334
l742,5.0,71.0,193000.0,2019-10-07 05:30:37.264,3.216666666666667
l743,5.0,86.0,248000.0,2019-10-07 05:30:37.988,4.133333333333334
l744,5.0,74.0,187000.0,2019-10-07 05:30:38.685,3.1166666666666667
l745,5.0,106.0,245000.0,2019-10-07 05:30:38.970,4.083333333333333
l746,5.0,93.0,157000.0,2019-10-07 05:30:39.251,2.6166666666666667
l747,5.0,81.0,268000.0,2019-10-07 05:30:39.536,4.466666666666667
l748,5.0,87.0,197000.0,2019-10-07 05:30:39.817,3.283333333333333
l749,5.0,95.0,206000.0,2019-10-07 05:30:40.100,3.433333333333333
l750,5.0,124.0,216000.0,2019-10-07 05:30:40.381,3.6
l751,5.0,122.0,177000.0,2019-10-07 05:30:40.670,2.95
l752,5.0,85.0,270000.0,2019-10-07 05:30:40.967,4.5
l753,5.0,95.0,136000.0,2019-10-07 05:30:41.253,2.2666666666666666
l754,5.0,88.0,206000.0,2019-10-07 05:30:41.554,3.433333333333333
l755,5.0,104.0,228000.0,2019-10-07 05:30:41.851,3.8
l757,5.0,94.0,213000.0,2019-10-07 05:30:42.381,3.55
l758,5.0,92.0,232000.0,2019-10-07 05:30:42.667,3.8666666666666667
l759,5.0,102.0,193000.0,2019-10-07 05:30:42.952,3.216666666666667
l761,5.0,109.0,176000.0,2019-10-07 05:30:43.255,2.933333333333333
l762,5.0,89.0,149000.0,2019-10-07 05:30:43.541,2.4833333333333334
l764,5.0,117.0,196000.0,2019-10-07 05:30:44.125,3.2666666666666666
l765,5.0,98.0,131000.0,2019-10-07 05:30:44.433,2.183333333333333
l766,5.0,88.0,109000.0,2019-10-07 05:30:44.715,1.8166666666666667
l767,5.0,105.0,132000.0,2019-10-07 05:30:45.006,2.2
l768,5.0,96.0,141000.0,2019-10-07 05:30:45.313,2.35
l760,5.0,101.0,152000.0,2019-10-07 05:30:45.691,2.533333333333333
l769,5.0,84.0,126000.0,2019-10-07 05:30:45.989,2.1
l770,5.0,74.0,143000.0,2019-10-07 05:30:46.283,2.3833333333333333
l771,5.0,128.0,132000.0,2019-10-07 05:30:46.589,2.2
l772,5.0,131.0,162000.0,2019-10-07 05:30:46.873,2.7
l773,5.0,90.0,133000.0,2019-10-07 05:30:47.184,2.216666666666667
l774,5.0,119.0,153000.0,2019-10-07 05:30:47.476,2.55
l775,5.0,76.0,186000.0,2019-10-07 05:30:47.778,3.1
l776,5.0,78.0,148000.0,2019-10-07 05:30:48.073,2.466666666666667
l777,5.0,75.0,185000.0,2019-10-07 05:30:48.361,3.0833333333333335
l778,5.0,123.0,206000.0,2019-10-07 05:30:48.668,3.433333333333333
l779,5.0,94.0,149000.0,2019-10-07 05:30:48.950,2.4833333333333334
l780,5.0,117.0,189000.0,2019-10-07 05:30:49.242,3.15
l781,5.0,83.0,165000.0,2019-10-07 05:30:49.527,2.75
l782,5.0,133.0,179000.0,2019-10-07 05:30:49.811,2.9833333333333334
l783,5.0,93.0,132000.0,2019-10-07 05:30:50.089,2.2
l784,5.0,80.0,156000.0,2019-10-07 05:30:50.376,2.6
l785,5.0,130.0,172000.0,2019-10-07 05:30:50.662,2.8666666666666667
l786,5.0,114.0,234000.0,2019-10-07 05:30:50.942,3.9
l787,5.0,140.0,187000.0,2019-10-07 05:30:51.221,3.1166666666666667
l788,5.0,82.0,185000.0,2019-10-07 05:30:51.507,3.0833333333333335
l789,5.0,144.0,166000.0,2019-10-07 05:30:51.797,2.7666666666666666
l790,5.0,103.0,159000.0,2019-10-07 05:30:52.087,2.65
l791,5.0,107.0,132000.0,2019-10-07 05:30:52.376,2.2
l792,5.0,121.0,154000.0,2019-10-07 05:30:52.662,2.566666666666667
l793,5.0,72.0,157000.0,2019-10-07 05:30:52.948,2.6166666666666667
l794,5.0,77.0,134000.0,2019-10-07 05:30:53.239,2.2333333333333334
l795,5.0,90.0,140000.0,2019-10-07 05:30:53.529,2.3333333333333335
l796,5.0,116.0,102000.0,2019-10-07 05:30:53.837,1.7
l797,5.0,100.0,110000.0,2019-10-07 05:30:54.124,1.8333333333333333
l798,5.0,135.0,116000.0,2019-10-07 05:30:54.427,1.9333333333333333
l799,5.0,88.0,95000.0,2019-10-07 05:30:54.750,1.5833333333333333
l800,5.0,134.0,145000.0,2019-10-07 05:30:55.042,2.4166666666666665
l801,5.0,118.0,84000.0,2019-10-07 05:30:55.331,1.4
l802,5.0,73.0,131000.0,2019-10-07 05:30:55.617,2.183333333333333
l803,5.0,108.0,90000.0,2019-10-07 05:30:55.912,1.5
l804,5.0,111.0,192000.0,2019-10-07 05:30:56.213,3.2
l806,5.0,113.0,97000.0,2019-10-07 05:30:56.812,1.6166666666666667
l807,5.0,115.0,119000.0,2019-10-07 05:30:57.116,1.9833333333333334
l808,5.0,91.0,86000.0,2019-10-07 05:30:57.411,1.4333333333333333
l557,6.0,77.0,190000.0,2019-10-07 05:31:17.691,3.1666666666666665
l558,6.0,74.0,,2019-10-07 05:31:51.978,
l559,6.0,85.0,222000.0,2019-10-07 05:31:59.947,3.7
l560,6.0,76.0,264000.0,2019-10-07 05:32:15.335,4.4
l561,6.0,83.0,381000.0,2019-10-07 05:32:27.511,6.35
l562,6.0,71.0,342000.0,2019-10-07 05:32:34.010,5.7
l563,6.0,86.0,187000.0,2019-10-07 05:32:44.940,3.1166666666666667
l564,6.0,98.0,196000.0,2019-10-07 05:32:51.961,3.2666666666666666
l565,6.0,78.0,258000.0,2019-10-07 05:33:02.881,4.3
l566,6.0,134.0,268000.0,2019-10-07 05:33:16.623,4.466666666666667
l567,6.0,119.0,261000.0,2019-10-07 05:33:22.220,4.35
l568,6.0,88.0,305000.0,2019-10-07 05:33:30.700,5.083333333333333
l763,5.0,103.0,,,
l570,6.0,94.0,320000.0,2019-10-07 05:33:44.374,5.333333333333333
l571,6.0,73.0,269000.0,2019-10-07 05:33:51.257,4.483333333333333
l572,6.0,133.0,153000.0,2019-10-07 05:33:59.597,2.55
l573,6.0,105.0,181000.0,2019-10-07 05:34:08.180,3.0166666666666666
l574,6.0,107.0,178000.0,2019-10-07 05:34:14.755,2.966666666666667
l575,6.0,92.0,295000.0,2019-10-07 05:34:21.031,4.916666666666667
l576,6.0,103.0,263000.0,2019-10-07 05:34:39.373,4.383333333333334
l577,6.0,100.0,194000.0,2019-10-07 05:34:44.307,3.2333333333333334
l578,6.0,106.0,226000.0,2019-10-07 05:34:53.840,3.7666666666666666
l579,6.0,84.0,300000.0,2019-10-07 05:35:13.814,5.0
l580,6.0,96.0,280000.0,2019-10-07 05:35:24.530,4.666666666666667
l581,6.0,118.0,202000.0,2019-10-07 05:35:29.407,3.3666666666666667
l582,6.0,82.0,392000.0,2019-10-07 05:35:39.783,6.533333333333333
l583,6.0,80.0,261000.0,2019-10-07 05:35:47.116,4.35
l584,6.0,75.0,150000.0,2019-10-07 05:35:50.955,2.5
l585,6.0,121.0,273000.0,2019-10-07 05:35:56.218,4.55
l586,6.0,129.0,276000.0,2019-10-07 05:36:01.087,4.6
l587,6.0,101.0,200000.0,2019-10-07 05:36:06.281,3.3333333333333335
l588,6.0,130.0,326000.0,2019-10-07 05:36:22.298,5.433333333333334
l589,6.0,72.0,207000.0,2019-10-07 05:36:27.503,3.45
l590,6.0,144.0,,2019-10-07 05:36:30.003,
l591,6.0,93.0,239000.0,2019-10-07 05:36:35.704,3.9833333333333334
l593,6.0,81.0,393000.0,2019-10-07 05:36:49.328,6.55
l594,6.0,114.0,370000.0,2019-10-07 05:36:57.756,6.166666666666667
l595,6.0,116.0,236000.0,2019-10-07 05:37:03.761,3.933333333333333
l596,6.0,87.0,256000.0,2019-10-07 05:37:07.784,4.266666666666667
l597,6.0,138.0,249000.0,2019-10-07 05:37:11.380,4.15
l598,6.0,128.0,154000.0,2019-10-07 05:37:14.589,2.566666666666667
l599,6.0,135.0,195000.0,2019-10-07 05:37:18.727,3.25
l600,6.0,89.0,193000.0,2019-10-07 05:37:22.038,3.216666666666667
l601,6.0,115.0,225000.0,2019-10-07 05:37:27.583,3.75
l602,6.0,124.0,,2019-10-07 05:37:33.847,
l603,6.0,113.0,202000.0,2019-10-07 05:37:36.445,3.3666666666666667
l604,6.0,104.0,134000.0,2019-10-07 05:37:39.868,2.2333333333333334
l605,6.0,108.0,132000.0,2019-10-07 05:37:42.575,2.2
l606,6.0,122.0,137000.0,2019-10-07 05:37:45.843,2.283333333333333
l607,6.0,99.0,266000.0,2019-10-07 05:37:50.959,4.433333333333334
l608,6.0,111.0,294000.0,2019-10-07 05:37:57.991,4.9
l609,6.0,91.0,152000.0,2019-10-07 05:38:01.601,2.533333333333333
l610,6.0,132.0,258000.0,2019-10-07 05:38:05.884,4.3
l611,6.0,131.0,,2019-10-07 05:38:07.439,
l612,6.0,137.0,283000.0,2019-10-07 05:38:14.297,4.716666666666667
l613,6.0,117.0,,2019-10-07 05:38:17.329,
l614,6.0,125.0,251000.0,2019-10-07 05:38:22.959,4.183333333333334
l615,6.0,95.0,253000.0,2019-10-07 05:38:27.717,4.216666666666667
l616,6.0,97.0,178000.0,2019-10-07 05:38:31.063,2.966666666666667
l617,6.0,90.0,342000.0,2019-10-07 05:38:40.165,5.7
l618,6.0,79.0,175000.0,2019-10-07 05:38:45.499,2.9166666666666665
l619,6.0,126.0,172000.0,2019-10-07 05:38:49.984,2.8666666666666667
l620,6.0,110.0,133000.0,2019-10-07 05:38:53.568,2.216666666666667
l621,6.0,109.0,217000.0,2019-10-07 05:38:59.271,3.6166666666666667
l622,6.0,145.0,223000.0,2019-10-07 05:39:03.348,3.716666666666667
l623,6.0,123.0,151000.0,2019-10-07 05:39:07.776,2.5166666666666666
l624,6.0,140.0,176000.0,2019-10-07 05:39:11.791,2.933333333333333
l625,6.0,102.0,110000.0,2019-10-07 05:39:15.562,1.8333333333333333
l626,6.0,112.0,131000.0,2019-10-07 05:39:21.371,2.183333333333333
l627,6.0,136.0,104000.0,2019-10-07 05:39:25.553,1.7333333333333334
l628,6.0,141.0,107000.0,2019-10-07 05:39:28.168,1.7833333333333334
l629,6.0,143.0,267000.0,2019-10-07 05:39:35.319,4.45
l926,6.0,143.0,421000.0,2019-10-07 05:39:41.129,7.016666666666667
l927,6.0,143.0,310000.0,2019-10-07 05:39:45.857,5.166666666666667
l910,6.0,134.0,224000.0,2019-10-07 05:39:49.068,3.7333333333333334
l911,6.0,77.0,195000.0,2019-10-07 05:39:53.274,3.25
l912,6.0,119.0,201000.0,2019-10-07 05:39:56.366,3.35
l913,6.0,129.0,190000.0,2019-10-07 05:40:00.005,3.1666666666666665
l914,6.0,94.0,230000.0,2019-10-07 05:40:02.672,3.8333333333333335
l915,6.0,88.0,186000.0,2019-10-07 05:40:05.679,3.1
l916,6.0,85.0,219000.0,2019-10-07 05:40:09.527,3.65
l917,6.0,76.0,211000.0,2019-10-07 05:40:12.538,3.5166666666666666
l918,6.0,83.0,198000.0,2019-10-07 05:40:14.852,3.3
l919,6.0,219.0,268000.0,2019-10-07 05:40:17.181,4.466666666666667
l920,6.0,138.0,242000.0,2019-10-07 05:40:20.555,4.033333333333333
l921,6.0,86.0,309000.0,2019-10-07 05:40:24.089,5.15
l922,6.0,98.0,172000.0,2019-10-07 05:40:25.962,2.8666666666666667
l923,6.0,71.0,195000.0,2019-10-07 05:40:27.941,3.25
l924,6.0,105.0,329000.0,2019-10-07 05:40:31.608,5.483333333333333
l925,6.0,133.0,329000.0,2019-10-07 05:40:35.647,5.483333333333333
l809,6.0,143.0,340000.0,2019-10-07 05:40:38.329,5.666666666666667
l810,6.0,143.0,406000.0,2019-10-07 05:40:40.596,6.766666666666667
l630,7.0,159.0,277000.0,2019-10-07 05:40:51.250,4.616666666666666
l631,7.0,170.0,322000.0,2019-10-07 05:41:00.369,5.366666666666666
l632,7.0,155.0,295000.0,2019-10-07 05:41:07.070,4.916666666666667
l633,7.0,146.0,200000.0,2019-10-07 05:41:14.317,3.3333333333333335
l634,7.0,157.0,325000.0,2019-10-07 05:41:23.237,5.416666666666667
l635,7.0,171.0,241000.0,2019-10-07 05:41:32.777,4.016666666666667
l636,7.0,152.0,194000.0,2019-10-07 05:41:39.598,3.2333333333333334
l637,7.0,167.0,149000.0,2019-10-07 05:41:40.885,2.4833333333333334
l811,7.0,148.0,167000.0,2019-10-07 05:41:44.087,2.783333333333333
l812,7.0,153.0,176000.0,2019-10-07 05:41:47.322,2.933333333333333
l813,7.0,156.0,124000.0,2019-10-07 05:41:51.341,2.066666666666667
l814,7.0,149.0,369000.0,2019-10-07 05:41:59.229,6.15
l815,7.0,151.0,162000.0,2019-10-07 05:42:06.500,2.7
l816,7.0,168.0,158000.0,2019-10-07 05:42:11.164,2.6333333333333333
l817,7.0,169.0,255000.0,2019-10-07 05:42:15.632,4.25
l818,7.0,150.0,226000.0,2019-10-07 05:42:19.784,3.7666666666666666
l819,7.0,167.0,254000.0,2019-10-07 05:42:27.376,4.233333333333333
l820,7.0,146.0,335000.0,2019-10-07 05:42:31.154,5.583333333333333
l821,7.0,152.0,205000.0,2019-10-07 05:42:37.339,3.4166666666666665
l822,7.0,159.0,261000.0,2019-10-07 05:42:40.712,4.35
l823,7.0,157.0,344000.0,2019-10-07 05:42:43.858,5.733333333333333
l824,7.0,155.0,395000.0,2019-10-07 05:42:49.012,6.583333333333333
l825,7.0,170.0,396000.0,2019-10-07 05:42:53.981,6.6
l826,7.0,146.0,376000.0,2019-10-07 05:42:58.130,6.266666666666667
l827,7.0,155.0,402000.0,2019-10-07 05:43:15.309,6.7
l885,7.0,196.0,446000.0,2019-10-07 05:43:25.691,7.433333333333334
l886,7.0,196.0,540000.0,2019-10-07 05:43:38.123,9.0
l887,7.0,196.0,422000.0,2019-10-07 05:43:52.440,7.033333333333333
l1,,,,,
l2,,,,,
l3,,,,,
l4,,,,,
l5,,,,,
l6,,,,,
l7,,,,,
l8,,,,,
l9,,,,,
l10,,,,,
l11,,,,,
l12,,,,,
l13,,,,,
l14,,,,,
l15,,,,,
l16,,,,,
l17,,,,,
l18,,,,,
l19,,,,,
l20,,,,,
l21,,,,,
l22,,,,,
l23,,,,,
l24,,,,,
l25,,,,,
l26,,,,,
l27,,,,,
l28,,,,,
l29,,,,,
l30,,,,,
l31,,,,,
l32,,,,,
l33,,,,,
l34,,,,,
l35,,,,,
l36,,,,,
l37,,,,,
l38,,,,,
l39,,,,,
l40,,,,,
l41,,,,,
l42,,,,,
l43,,,,,
l44,,,,,
l45,,,,,
l46,,,,,
l47,,,,,
l48,,,,,
l49,,,,,
l50,,,,,
l51,,,,,
l52,,,,,
l53,,,,,
l54,,,,,
l55,,,,,
l56,,,,,
l57,,,,,
l58,,,,,
l59,,,,,
l60,,,,,
l61,,,,,
l62,,,,,
l63,,,,,
l64,,,,,
l65,,,,,
l66,,,,,
l67,,,,,
l68,,,,,
l69,,,,,
l70,,,,,
l71,,,,,
l72,,,,,
l73,,,,,
l74,,,,,
l75,,,,,
l76,,,,,
l77,,,,,
l78,,,,,
l79,,,,,
l80,,,,,
l81,,,,,
l82,,,,,
l83,,,,,
l84,,,,,
l85,,,,,
l86,,,,,
l87,,,,,
l88,,,,,
l89,,,,,
l90,,,,,
l91,,,,,
l92,,,,,
l93,,,,,
l94,,,,,
l95,,,,,
l96,,,,,
l97,,,,,
l98,,,,,
l99,,,,,
l100,,,,,
l101,,,,,
l102,,,,,
l103,,,,,
l104,,,,,
l105,,,,,
l106,,,,,
l107,,,,,
l108,,,,,
l109,,,,,
l110,,,,,
l111,,,,,
l112,,,,,
l113,,,,,
l114,,,,,
l115,,,,,
l116,,,,,
l117,,,,,
l118,,,,,
l119,,,,,
l120,,,,,
l121,,,,,
l122,,,,,
l123,,,,,
l124,,,,,
l125,,,,,
l126,,,,,
l127,,,,,
l128,,,,,
l129,,,,,
l130,,,,,
l131,,,,,
l132,,,,,
l133,,,,,
l134,,,,,
l135,,,,,
l136,,,,,
l137,,,,,
l138,,,,,
l139,,,,,
l140,,,,,
l141,,,,,
l142,,,,,
l143,,,,,
l144,,,,,
l145,,,,,
l146,,,,,
l147,,,,,
l148,,,,,
l149,,,,,
l150,,,,,
l151,,,,,
l152,,,,,
l153,,,,,
l154,,,,,
l155,,,,,
l156,,,,,
l157,,,,,
l158,,,,,
l159,,,,,
l160,,,,,
l161,,,,,
l162,,,,,
l163,,,,,
l164,,,,,
l165,,,,,
l166,,,,,
l167,,,,,
l168,,,,,
l169,,,,,
l170,,,,,
l171,,,,,
l172,,,,,
l173,,,,,
l174,,,,,
l175,,,,,
l176,,,,,
l177,,,,,
l178,,,,,
l179,,,,,
l180,,,,,
l181,,,,,
l182,,,,,
l183,,,,,
l184,,,,,
l185,,,,,
l186,,,,,
l187,,,,,
l188,,,,,
l189,,,,,
l190,,,,,
l191,,,,,
l192,,,,,
l193,,,,,
l194,,,,,
l195,,,,,
l196,,,,,
l197,,,,,
l198,,,,,
l199,,,,,
l200,,,,,
l201,,,,,
l202,,,,,
l203,,,,,
l204,,,,,
l205,,,,,
l206,,,,,
l207,,,,,
l208,,,,,
l209,,,,,
l210,,,,,
l211,,,,,
l212,,,,,
l213,,,,,
l214,,,,,
l215,,,,,
l216,,,,,
l217,,,,,
l218,,,,,
l219,,,,,
l220,,,,,
l221,,,,,
l222,,,,,
l223,,,,,
l224,,,,,
l225,,,,,
l226,,,,,
l227,,,,,
l228,,,,,
l229,,,,,
l230,,,,,
l231,,,,,
l232,,,,,
l233,,,,,
l234,,,,,
l235,,,,,
l236,,,,,
l237,,,,,
l238,,,,,
l239,,,,,
l240,,,,,
l241,,,,,
l242,,,,,
l243,,,,,
l244,,,,,
l245,,,,,
l246,,,,,
l247,,,,,
l248,,,,,
l249,,,,,
l250,,,,,
l251,,,,,
l252,,,,,
l253,,,,,
l254,,,,,
l255,,,,,
l256,,,,,
l257,,,,,
l258,,,,,
l259,,,,,
l260,,,,,
l261,,,,,
l262,,,,,
l263,,,,,
l264,,,,,
l265,,,,,
l266,,,,,
l267,,,,,
l268,,,,,
l269,,,,,
l270,,,,,
l271,,,,,
l272,,,,,
l273,,,,,
l274,,,,,
l275,,,,,
l276,,,,,
l277,,,,,
l278,,,,,
l279,,,,,
l280,,,,,
l281,,,,,
l282,,,,,
l283,,,,,
l284,,,,,
l285,,,,,
l286,,,,,
l287,,,,,
l288,,,,,
l289,,,,,
l290,,,,,
l291,,,,,
l292,,,,,
l293,,,,,
l294,,,,,
l295,,,,,
l296,,,,,
l297,,,,,
l298,,,,,
l299,,,,,
l300,,,,,
l301,,,,,
l302,,,,,
l303,,,,,
l304,,,,,
l305,,,,,
l306,,,,,
l307,,,,,
l308,,,,,
l309,,,,,
l310,,,,,
l311,,,,,
l312,,,,,
l313,,,,,
l314,,,,,
l315,,,,,
l316,,,,,
l317,,,,,
l318,,,,,
l319,,,,,
l320,,,,,
l321,,,,,
l322,,,,,
l323,,,,,
l324,,,,,
l325,,,,,
l326,,,,,
l327,,,,,
l328,,,,,
l329,,,,,
l330,,,,,
l331,,,,,
l332,,,,,
l333,,,,,
l334,,,,,
l335,,,,,
l336,,,,,
l337,,,,,
l338,,,,,
l339,,,,,
l340,,,,,
l341,,,,,
l342,,,,,
l343,,,,,
l344,,,,,
l345,,,,,
l346,,,,,
l347,,,,,
l348,,,,,
l349,,,,,
l350,,,,,
l351,,,,,
l352,,,,,
l353,,,,,
l354,,,,,
l355,,,,,
l356,,,,,
l357,,,,,
l358,,,,,
l359,,,,,
l360,,,,,
l361,,,,,
l362,,,,,
l363,,,,,
l364,,,,,
l365,,,,,
l366,,,,,
l367,,,,,
l368,,,,,
l369,,,,,
l370,,,,,
l371,,,,,
l372,,,,,
l373,,,,,
l374,,,,,
l375,,,,,
l376,,,,,
l377,,,,,
l378,,,,,
l379,,,,,
l380,,,,,
l381,,,,,
l382,,,,,
l383,,,,,
l384,,,,,
l385,,,,,
l386,,,,,
l387,,,,,
l388,,,,,
l389,,,,,
l390,,,,,
l391,,,,,
l392,,,,,
l393,,,,,
l394,,,,,
l395,,,,,
l396,,,,,
l397,,,,,
l398,,,,,
l399,,,,,
l400,,,,,
l401,,,,,
l402,,,,,
l403,,,,,
l404,,,,,
l405,,,,,
l406,,,,,
l407,,,,,
l408,,,,,
l409,,,,,
l410,,,,,
l411,,,,,
l412,,,,,
l413,,,,,
l414,,,,,
l415,,,,,
l416,,,,,
l417,,,,,
l418,,,,,
l493,,,,,
l497,,,,,
l498,,,,,
l645,,,,,
l646,,,,,
l647,,,,,
l831,,,,,
l832,,,,,
l833,,,,,
l834,,,,,
l835,,,,,
l836,,,,,
l837,,,,,
l838,,,,,
l839,,,,,
l840,,,,,
l841,,,,,
l842,,,,,
l843,,,,,
